[K0a1|[]]
[K11n105|[[4, 2, 5, 1], [10, 4, 11, 3], [11, 21, 12, 20], [14, 5, 15, 6], [6, 19, 7, 20], [16, 8, 17, 7], [18, 16, 19, 15], [8, 18, 9, 17], [13, 1, 14, 22], [21, 13, 22, 12], [2, 10, 3, 9]]]
[K11n106|[[4, 2, 5, 1], [10, 4, 11, 3], [20, 11, 21, 12], [5, 15, 6, 14], [19, 7, 20, 6], [7, 16, 8, 17], [15, 18, 16, 19], [17, 8, 18, 9], [22, 13, 1, 14], [12, 21, 13, 22], [2, 10, 3, 9]]]
[K11n107|[[4, 2, 5, 1], [10, 4, 11, 3], [11, 21, 12, 20], [5, 15, 6, 14], [19, 7, 20, 6], [7, 16, 8, 17], [15, 18, 16, 19], [17, 8, 18, 9], [13, 1, 14, 22], [21, 13, 22, 12], [2, 10, 3, 9]]]
[K11n108|[[4, 2, 5, 1], [22, 18, 1, 17], [10, 3, 11, 4], [2, 11, 3, 12], [18, 9, 19, 10], [12, 19, 13, 20], [5, 14, 6, 15], [7, 16, 8, 17], [15, 6, 16, 7], [20, 13, 21, 14], [8, 21, 9, 22]]]
[K11n109|[[4, 2, 5, 1], [15, 22, 16, 1], [10, 3, 11, 4], [2, 11, 3, 12], [16, 7, 17, 8], [18, 9, 19, 10], [8, 17, 9, 18], [12, 19, 13, 20], [5, 14, 6, 15], [20, 13, 21, 14], [21, 7, 22, 6]]]
[K11n110|[[4, 2, 5, 1], [22, 16, 1, 15], [10, 3, 11, 4], [2, 11, 3, 12], [7, 17, 8, 16], [9, 19, 10, 18], [17, 9, 18, 8], [12, 19, 13, 20], [14, 6, 15, 5], [20, 13, 21, 14], [6, 21, 7, 22]]]
[K11n111|[[4, 2, 5, 1], [15, 22, 16, 1], [10, 3, 11, 4], [2, 11, 3, 12], [7, 17, 8, 16], [9, 19, 10, 18], [17, 9, 18, 8], [19, 13, 20, 12], [5, 14, 6, 15], [13, 21, 14, 20], [21, 7, 22, 6]]]
[K11n112|[[4, 2, 5, 1], [10, 4, 11, 3], [14, 6, 15, 5], [18, 8, 19, 7], [15, 22, 16, 1], [21, 16, 22, 17], [20, 11, 21, 12], [6, 18, 7, 17], [12, 19, 13, 20], [8, 14, 9, 13], [2, 10, 3, 9]]]
[K11n113|[[4, 2, 5, 1], [15, 22, 16, 1], [10, 3, 11, 4], [2, 11, 3, 12], [16, 9, 17, 10], [18, 7, 19, 8], [8, 17, 9, 18], [12, 19, 13, 20], [5, 14, 6, 15], [20, 13, 21, 14], [21, 7, 22, 6]]]
[K11n114|[[4, 2, 5, 1], [22, 16, 1, 15], [10, 3, 11, 4], [2, 11, 3, 12], [16, 9, 17, 10], [18, 7, 19, 8], [8, 17, 9, 18], [19, 13, 20, 12], [14, 6, 15, 5], [13, 21, 14, 20], [6, 21, 7, 22]]]
[K11n115|[[4, 2, 5, 1], [22, 16, 1, 15], [10, 3, 11, 4], [2, 11, 3, 12], [9, 17, 10, 16], [7, 19, 8, 18], [17, 9, 18, 8], [12, 19, 13, 20], [14, 6, 15, 5], [20, 13, 21, 14], [6, 21, 7, 22]]]
[K11n116|[[4, 2, 5, 1], [15, 22, 16, 1], [10, 3, 11, 4], [2, 11, 3, 12], [9, 17, 10, 16], [7, 19, 8, 18], [17, 9, 18, 8], [12, 19, 13, 20], [5, 14, 6, 15], [20, 13, 21, 14], [21, 7, 22, 6]]]
[K11n117|[[4, 2, 5, 1], [15, 22, 16, 1], [10, 3, 11, 4], [2, 11, 3, 12], [9, 17, 10, 16], [7, 19, 8, 18], [17, 9, 18, 8], [19, 13, 20, 12], [5, 14, 6, 15], [13, 21, 14, 20], [21, 7, 22, 6]]]
[K11n118|[[4, 2, 5, 1], [10, 4, 11, 3], [11, 17, 12, 16], [5, 15, 6, 14], [15, 9, 16, 8], [20, 8, 21, 7], [21, 12, 22, 13], [13, 18, 14, 19], [6, 20, 7, 19], [17, 1, 18, 22], [2, 10, 3, 9]]]
[K11n119|[[4, 2, 5, 1], [10, 4, 11, 3], [16, 11, 17, 12], [14, 5, 15, 6], [8, 15, 9, 16], [7, 20, 8, 21], [12, 22, 13, 21], [18, 14, 19, 13], [19, 6, 20, 7], [22, 17, 1, 18], [2, 10, 3, 9]]]
[K11n120|[[4, 2, 5, 1], [10, 4, 11, 3], [11, 17, 12, 16], [5, 15, 6, 14], [15, 9, 16, 8], [7, 20, 8, 21], [21, 12, 22, 13], [13, 18, 14, 19], [19, 6, 20, 7], [17, 1, 18, 22], [2, 10, 3, 9]]]
[K11n121|[[4, 2, 5, 1], [7, 12, 8, 13], [10, 3, 11, 4], [2, 11, 3, 12], [5, 16, 6, 17], [15, 6, 16, 7], [13, 20, 14, 21], [18, 9, 19, 10], [8, 19, 9, 20], [22, 18, 1, 17], [21, 14, 22, 15]]]
[K11n122|[[4, 2, 5, 1], [7, 12, 8, 13], [10, 3, 11, 4], [2, 11, 3, 12], [5, 16, 6, 17], [15, 6, 16, 7], [13, 20, 14, 21], [9, 19, 10, 18], [19, 9, 20, 8], [17, 22, 18, 1], [21, 14, 22, 15]]]
[K11n123|[[4, 2, 5, 1], [12, 10, 13, 9], [10, 3, 11, 4], [2, 11, 3, 12], [5, 16, 6, 17], [17, 22, 18, 1], [7, 15, 8, 14], [19, 8, 20, 9], [21, 7, 22, 6], [13, 18, 14, 19], [15, 21, 16, 20]]]
[K11n124|[[4, 2, 5, 1], [7, 15, 8, 14], [10, 3, 11, 4], [2, 11, 3, 12], [16, 6, 17, 5], [9, 19, 10, 18], [20, 15, 21, 16], [13, 9, 14, 8], [22, 18, 1, 17], [19, 13, 20, 12], [6, 21, 7, 22]]]
[K11n125|[[4, 2, 5, 1], [14, 10, 15, 9], [10, 3, 11, 4], [2, 11, 3, 12], [22, 15, 1, 16], [5, 17, 6, 16], [7, 19, 8, 18], [17, 7, 18, 6], [8, 21, 9, 22], [20, 14, 21, 13], [12, 20, 13, 19]]]
[K11n126|[[4, 2, 5, 1], [10, 4, 11, 3], [11, 17, 12, 16], [7, 13, 8, 12], [15, 9, 16, 8], [13, 21, 14, 20], [21, 7, 22, 6], [5, 19, 6, 18], [19, 15, 20, 14], [17, 1, 18, 22], [2, 10, 3, 9]]]
[K11n127|[[4, 2, 5, 1], [7, 12, 8, 13], [10, 3, 11, 4], [2, 11, 3, 12], [13, 21, 14, 20], [18, 5, 19, 6], [6, 19, 7, 20], [22, 17, 1, 18], [21, 15, 22, 14], [9, 16, 10, 17], [15, 8, 16, 9]]]
[K11n128|[[4, 2, 5, 1], [9, 16, 10, 17], [10, 3, 11, 4], [2, 11, 3, 12], [17, 1, 18, 22], [5, 19, 6, 18], [7, 15, 8, 14], [13, 7, 14, 6], [21, 9, 22, 8], [15, 20, 16, 21], [19, 12, 20, 13]]]
[K11n129|[[4, 2, 5, 1], [7, 14, 8, 15], [10, 3, 11, 4], [2, 11, 3, 12], [17, 1, 18, 22], [5, 19, 6, 18], [21, 7, 22, 6], [9, 16, 10, 17], [13, 20, 14, 21], [15, 8, 16, 9], [19, 12, 20, 13]]]
[K11n130|[[4, 2, 5, 1], [15, 22, 16, 1], [10, 3, 11, 4], [2, 11, 3, 12], [9, 17, 10, 16], [17, 13, 18, 12], [7, 14, 8, 15], [5, 18, 6, 19], [19, 6, 20, 7], [13, 21, 14, 20], [21, 9, 22, 8]]]
[K11n131|[[4, 2, 5, 1], [9, 14, 10, 15], [10, 3, 11, 4], [2, 11, 3, 12], [7, 16, 8, 17], [15, 8, 16, 9], [22, 17, 1, 18], [18, 5, 19, 6], [6, 21, 7, 22], [20, 14, 21, 13], [12, 20, 13, 19]]]
[K11n132|[[4, 2, 5, 1], [9, 14, 10, 15], [10, 3, 11, 4], [2, 11, 3, 12], [7, 16, 8, 17], [15, 8, 16, 9], [17, 1, 18, 22], [5, 19, 6, 18], [21, 7, 22, 6], [13, 20, 14, 21], [19, 12, 20, 13]]]
[K11n133|[[4, 2, 5, 1], [10, 4, 11, 3], [11, 17, 12, 16], [5, 19, 6, 18], [15, 9, 16, 8], [19, 15, 20, 14], [7, 20, 8, 21], [13, 6, 14, 7], [21, 12, 22, 13], [17, 1, 18, 22], [2, 10, 3, 9]]]
[K11n134|[[4, 2, 5, 1], [9, 14, 10, 15], [10, 3, 11, 4], [2, 11, 3, 12], [7, 22, 8, 1], [5, 19, 6, 18], [21, 16, 22, 17], [17, 7, 18, 6], [15, 8, 16, 9], [13, 20, 14, 21], [19, 12, 20, 13]]]
[K11n135|[[4, 2, 5, 1], [14, 6, 15, 5], [12, 3, 13, 4], [2, 13, 3, 14], [22, 10, 1, 9], [11, 19, 12, 18], [19, 7, 20, 6], [7, 17, 8, 16], [17, 11, 18, 10], [15, 20, 16, 21], [8, 22, 9, 21]]]
[K11n136|[[4, 2, 5, 1], [12, 4, 13, 3], [14, 8, 15, 7], [18, 10, 19, 9], [20, 18, 21, 17], [21, 7, 22, 6], [5, 17, 6, 16], [10, 20, 11, 19], [8, 14, 9, 13], [15, 1, 16, 22], [2, 12, 3, 11]]]
[K11n137|[[4, 2, 5, 1], [7, 14, 8, 15], [12, 3, 13, 4], [2, 13, 3, 14], [5, 16, 6, 17], [15, 6, 16, 7], [22, 18, 1, 17], [18, 9, 19, 10], [8, 21, 9, 22], [20, 11, 21, 12], [10, 19, 11, 20]]]
[K11n138|[[4, 2, 5, 1], [7, 14, 8, 15], [12, 3, 13, 4], [2, 13, 3, 14], [5, 16, 6, 17], [15, 6, 16, 7], [17, 22, 18, 1], [9, 19, 10, 18], [21, 9, 22, 8], [11, 21, 12, 20], [19, 11, 20, 10]]]
[K11n139|[[4, 2, 5, 1], [14, 8, 15, 7], [12, 3, 13, 4], [2, 13, 3, 14], [16, 6, 17, 5], [6, 16, 7, 15], [17, 22, 18, 1], [11, 19, 12, 18], [9, 21, 10, 20], [19, 11, 20, 10], [21, 9, 22, 8]]]
[K11n140|[[4, 2, 5, 1], [7, 14, 8, 15], [12, 3, 13, 4], [2, 13, 3, 14], [5, 16, 6, 17], [15, 6, 16, 7], [22, 18, 1, 17], [18, 11, 19, 12], [20, 9, 21, 10], [10, 19, 11, 20], [8, 21, 9, 22]]]
[K11n141|[[4, 2, 5, 1], [7, 14, 8, 15], [12, 3, 13, 4], [2, 13, 3, 14], [5, 16, 6, 17], [15, 6, 16, 7], [17, 22, 18, 1], [11, 19, 12, 18], [9, 21, 10, 20], [19, 11, 20, 10], [21, 9, 22, 8]]]
[K11n142|[[4, 2, 5, 1], [7, 21, 8, 20], [12, 3, 13, 4], [2, 13, 3, 14], [5, 16, 6, 17], [11, 19, 12, 18], [19, 11, 20, 10], [9, 14, 10, 15], [15, 8, 16, 9], [17, 22, 18, 1], [21, 7, 22, 6]]]
[K11n143|[[4, 2, 5, 1], [12, 4, 13, 3], [5, 16, 6, 17], [9, 18, 10, 19], [22, 8, 1, 7], [8, 22, 9, 21], [13, 21, 14, 20], [17, 6, 18, 7], [19, 15, 20, 14], [15, 10, 16, 11], [2, 12, 3, 11]]]
[K11n144|[[4, 2, 5, 1], [12, 4, 13, 3], [18, 6, 19, 5], [7, 15, 8, 14], [21, 9, 22, 8], [15, 20, 16, 21], [22, 13, 1, 14], [6, 20, 7, 19], [10, 18, 11, 17], [16, 10, 17, 9], [2, 12, 3, 11]]]
[K11n145|[[4, 2, 5, 1], [14, 4, 15, 3], [9, 1, 10, 22], [5, 11, 6, 10], [18, 11, 19, 12], [7, 20, 8, 21], [15, 9, 16, 8], [17, 6, 18, 7], [12, 19, 13, 20], [21, 16, 22, 17], [2, 14, 3, 13]]]
[K11n146|[[4, 2, 5, 1], [14, 4, 15, 3], [22, 9, 1, 10], [10, 5, 11, 6], [11, 19, 12, 18], [20, 8, 21, 7], [8, 15, 9, 16], [6, 18, 7, 17], [19, 13, 20, 12], [16, 22, 17, 21], [2, 14, 3, 13]]]
[K11n147|[[4, 2, 5, 1], [14, 4, 15, 3], [9, 1, 10, 22], [5, 11, 6, 10], [11, 19, 12, 18], [7, 20, 8, 21], [15, 9, 16, 8], [17, 6, 18, 7], [19, 13, 20, 12], [21, 16, 22, 17], [2, 14, 3, 13]]]
[K11n148|[[4, 2, 5, 1], [14, 4, 15, 3], [7, 20, 8, 21], [5, 19, 6, 18], [19, 13, 20, 12], [9, 1, 10, 22], [15, 9, 16, 8], [11, 6, 12, 7], [21, 16, 22, 17], [17, 10, 18, 11], [2, 14, 3, 13]]]
[K11n149|[[6, 2, 7, 1], [18, 8, 19, 7], [8, 3, 9, 4], [2, 17, 3, 18], [16, 9, 17, 10], [10, 6, 11, 5], [4, 16, 5, 15], [11, 21, 12, 20], [13, 1, 14, 22], [21, 13, 22, 12], [19, 15, 20, 14]]]
[K11n150|[[6, 2, 7, 1], [18, 8, 19, 7], [8, 3, 9, 4], [2, 17, 3, 18], [16, 9, 17, 10], [10, 6, 11, 5], [4, 16, 5, 15], [11, 1, 12, 22], [13, 21, 14, 20], [19, 15, 20, 14], [21, 13, 22, 12]]]
[K11n151|[[6, 2, 7, 1], [8, 4, 9, 3], [2, 8, 3, 7], [17, 22, 18, 1], [12, 5, 13, 6], [4, 13, 5, 14], [11, 19, 12, 18], [19, 15, 20, 14], [9, 16, 10, 17], [15, 21, 16, 20], [21, 11, 22, 10]]]
[K11n152|[[6, 2, 7, 1], [8, 4, 9, 3], [2, 8, 3, 7], [9, 19, 10, 18], [12, 5, 13, 6], [4, 13, 5, 14], [19, 14, 20, 15], [11, 20, 12, 21], [17, 1, 18, 22], [21, 17, 22, 16], [15, 11, 16, 10]]]
[K11n153|[[6, 2, 7, 1], [20, 8, 21, 7], [8, 3, 9, 4], [2, 19, 3, 20], [16, 9, 17, 10], [12, 6, 13, 5], [4, 16, 5, 15], [18, 11, 19, 12], [10, 17, 11, 18], [13, 1, 14, 22], [21, 15, 22, 14]]]
[K11n154|[[6, 2, 7, 1], [20, 8, 21, 7], [8, 3, 9, 4], [2, 19, 3, 20], [9, 17, 10, 16], [12, 6, 13, 5], [4, 16, 5, 15], [11, 19, 12, 18], [17, 11, 18, 10], [22, 13, 1, 14], [14, 21, 15, 22]]]
[K11n155|[[6, 2, 7, 1], [20, 8, 21, 7], [8, 3, 9, 4], [2, 19, 3, 20], [16, 11, 17, 12], [12, 6, 13, 5], [4, 16, 5, 15], [18, 9, 19, 10], [10, 17, 11, 18], [13, 1, 14, 22], [21, 15, 22, 14]]]
[K11n156|[[6, 2, 7, 1], [3, 11, 4, 10], [14, 7, 15, 8], [11, 19, 12, 18], [12, 6, 13, 5], [17, 4, 18, 5], [20, 16, 21, 15], [16, 10, 17, 9], [22, 13, 1, 14], [2, 19, 3, 20], [8, 21, 9, 22]]]
[K11n157|[[6, 2, 7, 1], [3, 11, 4, 10], [14, 7, 15, 8], [11, 19, 12, 18], [5, 12, 6, 13], [17, 4, 18, 5], [20, 16, 21, 15], [9, 16, 10, 17], [22, 13, 1, 14], [19, 3, 20, 2], [8, 21, 9, 22]]]
[K11n158|[[6, 2, 7, 1], [18, 8, 19, 7], [10, 3, 11, 4], [2, 17, 3, 18], [16, 11, 17, 12], [12, 6, 13, 5], [4, 16, 5, 15], [20, 10, 21, 9], [13, 1, 14, 22], [8, 20, 9, 19], [21, 15, 22, 14]]]
[K11n159|[[6, 2, 7, 1], [7, 18, 8, 19], [10, 3, 11, 4], [2, 17, 3, 18], [16, 11, 17, 12], [12, 6, 13, 5], [4, 16, 5, 15], [9, 20, 10, 21], [22, 13, 1, 14], [19, 8, 20, 9], [14, 21, 15, 22]]]
[K11n160|[[6, 2, 7, 1], [20, 8, 21, 7], [11, 19, 12, 18], [12, 6, 13, 5], [2, 19, 3, 20], [8, 16, 9, 15], [3, 11, 4, 10], [16, 10, 17, 9], [17, 4, 18, 5], [22, 13, 1, 14], [14, 21, 15, 22]]]
[K11n161|[[6, 2, 7, 1], [18, 10, 19, 9], [10, 3, 11, 4], [2, 17, 3, 18], [20, 8, 21, 7], [16, 11, 17, 12], [12, 6, 13, 5], [4, 16, 5, 15], [8, 20, 9, 19], [13, 1, 14, 22], [21, 15, 22, 14]]]
[K11n162|[[6, 2, 7, 1], [22, 8, 1, 7], [11, 19, 12, 18], [12, 6, 13, 5], [2, 19, 3, 20], [16, 10, 17, 9], [3, 11, 4, 10], [14, 22, 15, 21], [20, 16, 21, 15], [8, 14, 9, 13], [17, 4, 18, 5]]]
[K11n163|[[6, 2, 7, 1], [22, 8, 1, 7], [11, 19, 12, 18], [5, 12, 6, 13], [19, 3, 20, 2], [9, 16, 10, 17], [3, 11, 4, 10], [14, 22, 15, 21], [20, 16, 21, 15], [8, 14, 9, 13], [17, 4, 18, 5]]]
[K11n164|[[6, 2, 7, 1], [16, 8, 17, 7], [3, 11, 4, 10], [9, 21, 10, 20], [13, 19, 14, 18], [19, 13, 20, 12], [2, 15, 3, 16], [21, 9, 22, 8], [14, 5, 15, 6], [11, 5, 12, 4], [22, 18, 1, 17]]]
[K11n165|[[6, 2, 7, 1], [16, 8, 17, 7], [3, 11, 4, 10], [20, 9, 21, 10], [18, 13, 19, 14], [12, 19, 13, 20], [2, 15, 3, 16], [8, 21, 9, 22], [14, 5, 15, 6], [11, 5, 12, 4], [22, 18, 1, 17]]]
[K11n166|[[6, 2, 7, 1], [10, 4, 11, 3], [18, 7, 19, 8], [8, 19, 9, 20], [2, 10, 3, 9], [20, 11, 21, 12], [5, 15, 6, 14], [15, 5, 16, 4], [16, 22, 17, 21], [22, 14, 1, 13], [12, 17, 13, 18]]]
[K11n167|[[6, 2, 7, 1], [10, 4, 11, 3], [20, 8, 21, 7], [22, 15, 1, 16], [11, 18, 12, 19], [17, 12, 18, 13], [16, 21, 17, 22], [8, 20, 9, 19], [14, 6, 15, 5], [2, 10, 3, 9], [4, 14, 5, 13]]]
[K11n168|[[6, 2, 7, 1], [14, 6, 15, 5], [20, 8, 21, 7], [22, 15, 1, 16], [16, 21, 17, 22], [8, 18, 9, 17], [10, 4, 11, 3], [4, 10, 5, 9], [19, 12, 20, 13], [11, 18, 12, 19], [2, 14, 3, 13]]]
[K11n169|[[6, 2, 7, 1], [12, 8, 13, 7], [5, 17, 6, 16], [3, 11, 4, 10], [11, 3, 12, 2], [17, 5, 18, 4], [19, 9, 20, 8], [9, 19, 10, 18], [20, 14, 21, 13], [22, 16, 1, 15], [14, 22, 15, 21]]]
[K11n170|[[6, 2, 7, 1], [12, 8, 13, 7], [16, 5, 17, 6], [10, 3, 11, 4], [2, 11, 3, 12], [4, 17, 5, 18], [8, 19, 9, 20], [18, 9, 19, 10], [15, 20, 16, 21], [13, 22, 14, 1], [21, 14, 22, 15]]]
[K11n171|[[6, 2, 7, 1], [12, 8, 13, 7], [5, 17, 6, 16], [3, 11, 4, 10], [11, 3, 12, 2], [17, 5, 18, 4], [19, 9, 20, 8], [9, 19, 10, 18], [20, 16, 21, 15], [22, 14, 1, 13], [14, 22, 15, 21]]]
[K11n172|[[6, 2, 7, 1], [5, 16, 6, 17], [22, 17, 1, 18], [18, 13, 19, 14], [14, 21, 15, 22], [12, 8, 13, 7], [10, 3, 11, 4], [2, 11, 3, 12], [20, 10, 21, 9], [15, 4, 16, 5], [8, 20, 9, 19]]]
[K11n173|[[6, 2, 7, 1], [16, 6, 17, 5], [22, 17, 1, 18], [18, 13, 19, 14], [14, 21, 15, 22], [12, 8, 13, 7], [3, 11, 4, 10], [11, 3, 12, 2], [20, 10, 21, 9], [4, 16, 5, 15], [8, 20, 9, 19]]]
[K11n174|[[6, 2, 7, 1], [16, 6, 17, 5], [22, 17, 1, 18], [14, 7, 15, 8], [3, 11, 4, 10], [20, 10, 21, 9], [12, 22, 13, 21], [8, 20, 9, 19], [11, 5, 12, 4], [18, 14, 19, 13], [2, 16, 3, 15]]]
[K11n175|[[6, 2, 7, 1], [14, 8, 15, 7], [5, 17, 6, 16], [3, 11, 4, 10], [11, 18, 12, 19], [17, 12, 18, 13], [13, 3, 14, 2], [19, 5, 20, 4], [21, 9, 22, 8], [9, 21, 10, 20], [22, 16, 1, 15]]]
[K11n176|[[6, 2, 7, 1], [5, 16, 6, 17], [22, 17, 1, 18], [18, 7, 19, 8], [10, 3, 11, 4], [2, 11, 3, 12], [12, 20, 13, 19], [20, 10, 21, 9], [14, 21, 15, 22], [8, 13, 9, 14], [15, 4, 16, 5]]]
[K11n177|[[6, 2, 7, 1], [16, 6, 17, 5], [22, 17, 1, 18], [18, 7, 19, 8], [3, 11, 4, 10], [11, 3, 12, 2], [12, 20, 13, 19], [20, 10, 21, 9], [14, 21, 15, 22], [8, 13, 9, 14], [4, 16, 5, 15]]]
[K11n178|[[6, 2, 7, 1], [16, 6, 17, 5], [22, 17, 1, 18], [18, 7, 19, 8], [3, 11, 4, 10], [12, 22, 13, 21], [8, 14, 9, 13], [20, 10, 21, 9], [11, 5, 12, 4], [14, 19, 15, 20], [2, 16, 3, 15]]]
[K11n179|[[6, 2, 7, 1], [3, 10, 4, 11], [14, 8, 15, 7], [11, 19, 12, 18], [22, 16, 1, 15], [16, 22, 17, 21], [17, 13, 18, 12], [8, 14, 9, 13], [5, 20, 6, 21], [9, 2, 10, 3], [19, 4, 20, 5]]]
[K11n180|[[6, 2, 7, 1], [14, 8, 15, 7], [5, 17, 6, 16], [3, 13, 4, 12], [13, 3, 14, 2], [17, 5, 18, 4], [21, 9, 22, 8], [11, 21, 12, 20], [9, 19, 10, 18], [19, 11, 20, 10], [22, 16, 1, 15]]]
[K11n181|[[6, 2, 7, 1], [14, 8, 15, 7], [5, 17, 6, 16], [3, 13, 4, 12], [13, 3, 14, 2], [17, 5, 18, 4], [21, 9, 22, 8], [9, 21, 10, 20], [11, 19, 12, 18], [19, 11, 20, 10], [22, 16, 1, 15]]]
[K11n182|[[6, 2, 7, 1], [18, 8, 19, 7], [2, 17, 3, 18], [11, 4, 12, 5], [3, 12, 4, 13], [16, 5, 17, 6], [20, 13, 21, 14], [10, 21, 11, 22], [14, 10, 15, 9], [22, 16, 1, 15], [8, 20, 9, 19]]]
[K11n183|[[6, 2, 7, 1], [10, 6, 11, 5], [3, 15, 4, 14], [22, 11, 1, 12], [16, 22, 17, 21], [20, 14, 21, 13], [7, 19, 8, 18], [19, 9, 20, 8], [15, 5, 16, 4], [12, 18, 13, 17], [2, 10, 3, 9]]]
[K11n184|[[6, 2, 7, 1], [10, 6, 11, 5], [3, 15, 4, 14], [22, 11, 1, 12], [16, 22, 17, 21], [20, 14, 21, 13], [18, 7, 19, 8], [8, 19, 9, 20], [15, 5, 16, 4], [12, 18, 13, 17], [2, 10, 3, 9]]]
[K11n185|[[6, 2, 7, 1], [14, 8, 15, 7], [16, 5, 17, 6], [2, 13, 3, 14], [12, 18, 13, 17], [18, 4, 19, 3], [4, 12, 5, 11], [9, 21, 10, 20], [19, 9, 20, 8], [21, 11, 22, 10], [22, 16, 1, 15]]]
